Date,Product,Category,Region,Quantity Sold,Sales,Revenue
2025-05-16,Monitor,Electronics,East,13,4226,4733.754759185858
2025-05-17,Keyboard,Accessories,West,8,7837,8914.465739608422
2025-05-18,Phone,Accessories,West,8,8031,10003.465424470225
2025-05-19,Monitor,Accessories,North,5,4716,6121.9747371709645
2025-05-20,Tablet,Electronics,West,9,4414,4900.279913034518
2025-05-21,Monitor,Accessories,West,1,2448,3105.4760884918933
2025-05-22,Laptop,Electronics,West,4,1570,1974.5194334694781
2025-05-23,Monitor,Electronics,South,3,3904,4318.4656200983645
2025-05-24,Laptop,Accessories,East,2,3505,4030.1651733995686
2025-05-25,Monitor,Electronics,South,8,1917,2209.1857226084394
2025-05-26,Laptop,Electronics,East,9,7982,10333.139344044746
2025-05-27,Phone,Accessories,North,2,8427,9229.444013229995
2025-05-28,Keyboard,Accessories,West,14,7336,9168.45571900617
2025-05-29,Tablet,Accessories,East,14,2678,3035.642022138897
2025-05-30,Monitor,Electronics,South,4,1615,1990.8389021071248
2025-05-31,Keyboard,Accessories,West,6,8086,9339.352245183682
2025-06-01,Tablet,Accessories,North,11,5749,6867.697569539247
2025-06-02,Tablet,Electronics,East,3,4505,5667.979009708555
2025-06-03,Laptop,Accessories,East,8,5529,6917.0078521989735
2025-06-04,Phone,Accessories,East,3,2135,2704.203374214315
2025-06-05,Phone,Accessories,West,14,9566,10186.874833561753
2025-06-06,Keyboard,Electronics,South,13,8226,10060.501962326236
2025-06-07,Phone,Electronics,South,13,6162,6685.7505538398755
2025-06-08,Monitor,Electronics,East,2,1206,1391.669298257551
2025-06-09,Phone,Electronics,North,13,5875,6974.489234611573
2025-06-10,Keyboard,Accessories,North,19,2319,2668.438216281975
2025-06-11,Phone,Electronics,South,6,2141,2526.17214947356
2025-06-12,Monitor,Electronics,North,16,5627,7310.213384902458
2025-06-13,Laptop,Accessories,South,2,8389,9092.034511184285
2025-06-14,Keyboard,Accessories,East,8,3690,4497.608201822853
2025-06-15,Laptop,Accessories,South,17,8323,9563.129010806868
2025-06-16,Laptop,Electronics,South,2,4255,4609.239173587671
2025-06-17,Laptop,Electronics,East,10,9281,10113.358975219242
2025-06-18,Tablet,Electronics,North,16,6213,7998.108452276004
2025-06-19,Tablet,Accessories,South,6,5108,6486.65111130092
2025-06-20,Laptop,Accessories,South,2,4020,5132.577170217097
2025-06-21,Keyboard,Electronics,East,2,2857,3708.052285134711
2025-06-22,Monitor,Accessories,North,13,9996,11016.380159631286
2025-06-23,Monitor,Accessories,South,15,3789,4315.139912318107
2025-06-24,Phone,Accessories,East,2,4875,5934.360692720932
2025-06-25,Keyboard,Electronics,South,7,8605,10076.030213875216
2025-06-26,Tablet,Accessories,West,3,9135,10547.24709685277
2025-06-27,Laptop,Accessories,East,8,7055,8038.839591015652
2025-06-28,Phone,Electronics,North,14,4882,5850.809261286983
2025-06-29,Monitor,Electronics,North,7,8175,9760.119069783168
2025-06-30,Tablet,Accessories,North,7,8129,8863.572683277052
2025-07-01,Tablet,Accessories,North,1,6021,7032.136390424631
2025-07-02,Laptop,Electronics,South,17,5735,6815.290159140872
2025-07-03,Monitor,Electronics,South,9,3387,4039.2404653708045
2025-07-04,Keyboard,Accessories,North,13,7582,8359.358184165363
2025-07-05,Tablet,Accessories,North,19,6866,8483.40884480105
2025-07-06,Laptop,Accessories,North,19,3566,3766.764993032984
2025-07-07,Keyboard,Accessories,South,17,1975,2248.9482286744365
2025-07-08,Monitor,Electronics,North,10,8212,10224.376567443656
2025-07-09,Tablet,Accessories,North,10,2262,2693.98144685683
2025-07-10,Keyboard,Accessories,West,4,6047,6744.162307348292
2025-07-11,Keyboard,Electronics,West,8,8382,10257.374261583356
2025-07-12,Keyboard,Accessories,North,18,7231,8618.250979298142
2025-07-13,Tablet,Electronics,East,14,4327,5404.686524529447
2025-07-14,Tablet,Accessories,North,18,6630,8179.804246109632
2025-07-15,Phone,Accessories,West,14,3259,3919.035429479022
2025-07-16,Monitor,Electronics,East,15,2257,2645.3042532941267
2025-07-17,Laptop,Electronics,East,4,1464,1585.9446579943135
2025-07-18,Keyboard,Accessories,North,13,4294,4789.24099469996
2025-07-19,Phone,Accessories,West,8,7774,8977.219825614355
2025-07-20,Laptop,Accessories,West,18,8431,10115.723072187717
2025-07-21,Phone,Electronics,East,12,2230,2627.8921292825326
2025-07-22,Tablet,Accessories,North,14,4805,5391.431661808885
2025-07-23,Keyboard,Electronics,South,2,7419,7801.939767610465
2025-07-24,Laptop,Electronics,South,18,6750,7924.903686957625
2025-07-25,Laptop,Accessories,West,2,4856,5445.549950114563
2025-07-26,Laptop,Electronics,South,11,4135,5101.151330859515
2025-07-27,Laptop,Accessories,West,9,7953,8398.26116192404
2025-07-28,Laptop,Accessories,West,12,7034,8414.119706181233
2025-07-29,Phone,Accessories,West,17,5589,7183.924878355349
2025-07-30,Keyboard,Accessories,South,15,2546,2784.3114985164693
2025-07-31,Tablet,Accessories,West,17,7065,8251.300913038238
2025-08-01,Tablet,Electronics,East,18,2094,2246.5594127162717
2025-08-02,Tablet,Electronics,North,6,3411,4115.100250680868
2025-08-03,Tablet,Accessories,North,17,3617,4295.668272179137
2025-08-04,Phone,Accessories,West,18,9954,11465.429107003634
2025-08-05,Monitor,Electronics,North,8,5145,6072.8711938706
2025-08-06,Keyboard,Electronics,South,9,3775,4809.892333930128
2025-08-07,Laptop,Electronics,South,6,7628,8383.733234507205
2025-08-08,Monitor,Electronics,North,5,4155,4386.18888653393
2025-08-09,Tablet,Accessories,South,12,4970,6289.118619238633
2025-08-10,Monitor,Accessories,North,11,8972,10715.073615796075
2025-08-11,Keyboard,Electronics,North,1,9775,12440.296600534875
2025-08-12,Laptop,Accessories,North,11,6415,7693.1009020488755
2025-08-13,Laptop,Electronics,West,19,5331,6677.292192643793
2025-08-14,Keyboard,Accessories,North,9,2942,3405.1247587477114
2025-08-15,Keyboard,Electronics,West,2,7026,8694.428969307844
2025-08-16,Tablet,Accessories,North,12,9301,11889.099670885636
2025-08-17,Laptop,Electronics,North,4,1191,1420.899612448287
2025-08-18,Monitor,Electronics,North,4,1861,2038.1602912991473
2025-08-19,Phone,Accessories,South,18,7711,8614.724602374465
2025-08-20,Phone,Electronics,West,15,1649,1813.3412268259553
2025-08-21,Keyboard,Accessories,West,19,5134,5707.5409949191235
2025-08-22,Tablet,Accessories,North,13,8587,9674.147365894338
2025-08-23,Phone,Electronics,North,19,9828,11683.363714052584
2025-08-24,Laptop,Accessories,South,17,2036,2437.087739397091
2025-08-25,Keyboard,Accessories,South,6,5131,5934.642550774497
2025-08-26,Monitor,Accessories,South,16,3148,3789.7361537189972
2025-08-27,Keyboard,Accessories,West,12,6457,6911.532323668148
2025-08-28,Monitor,Accessories,West,19,7079,7588.313232533678
2025-08-29,Keyboard,Electronics,West,5,3430,3748.843762256692
2025-08-30,Keyboard,Accessories,North,17,2879,3395.8362792145385
2025-08-31,Keyboard,Accessories,West,1,8542,9426.085636360249
2025-09-01,Monitor,Accessories,East,10,3011,3374.7923347290375
2025-09-02,Monitor,Accessories,East,15,4373,5029.292008146126
2025-09-03,Keyboard,Accessories,South,11,8357,10471.041299588687
2025-09-04,Phone,Electronics,West,13,2289,2411.3826072761344
2025-09-05,Tablet,Accessories,East,5,2447,2966.6074932797537
2025-09-06,Tablet,Electronics,South,1,4199,5111.103138459959
2025-09-07,Tablet,Electronics,West,12,7381,9223.769578703084
2025-09-08,Monitor,Electronics,North,11,8522,10935.330136667997
2025-09-09,Monitor,Electronics,East,17,7059,7447.488268933259
2025-09-10,Phone,Accessories,North,4,4183,4552.969310040446
2025-09-11,Tablet,Electronics,West,15,6462,8216.709725547456
2025-09-12,Tablet,Electronics,East,9,4216,4910.078564545114
2025-09-13,Keyboard,Accessories,West,19,4136,4926.586720657201
2025-09-14,Monitor,Accessories,North,19,4318,5249.637866419138
2025-09-15,Tablet,Accessories,East,12,3782,4613.157474550625
2025-09-16,Phone,Electronics,North,5,8657,11106.369167877752
2025-09-17,Phone,Accessories,West,10,5920,7691.485137769271
2025-09-18,Tablet,Accessories,West,17,7324,9008.808310964552
2025-09-19,Monitor,Electronics,North,5,7327,8219.467449961536
2025-09-20,Phone,Accessories,East,16,9417,11959.007093101458
2025-09-21,Keyboard,Accessories,North,7,1776,1886.654086056098
2025-09-22,Phone,Accessories,West,9,6208,6877.037483661218
2025-09-23,Laptop,Accessories,North,3,1687,2149.8224263403217
2025-09-24,Laptop,Electronics,West,15,1529,1703.3792063944434
2025-09-25,Monitor,Accessories,North,16,6067,6705.022494681288
2025-09-26,Tablet,Accessories,East,18,9080,9847.544415428361
